raza,estado,municipio,localidad,altitud,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio,cat_altitud,cat_temperatura,cat_precipitacion
maíz raza olotillo,puebla,zoquiapan,amatlan,192.0,1893,24,['azul oscuro'],12,16.65,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,la corrala,138.0,1474,24,"['amarillo', 'amarillo naranja']",10.4,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,la corrala,138.0,1474,24,"['amarillo', 'amarillo naranja']",10,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,atotonilco el grande,cerro colorado,1980.0,611,15,['blanco cremoso'],9.2,12.76,altas,fría,poco abundantes
maíz raza olotillo,oaxaca,santa maria tonameca,la unión del palmar,22.0,1034,26,['blanco'],9,16.7,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,el caulote,180.0,1058,26,"['blanco', 'amarillo claro']",9.9,19.37,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,magdalena loxicha,383.0,1029,25,['amarillo claro'],10.5,15.85,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,el naranjo,el platanito,1050.0,1183,20,['blanco cremoso'],11.6,15.75,bajas,templada,abundantes
maíz raza olotillo,guanajuato,xichu,la laborcilla,1318.0,534,20,"['blanco cremoso', 'negro']",11.6,17.95,mediana altitud,templada,poco abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tamiahua,el naranjalito,35.0,1266,24,['blanco cremoso'],11.8,14.6,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"santa rosa cintepec. carretera san andrés-acayucan, tramo catemaco-covarrubias",442.0,1699,23,['blanco cremoso'],12.6,14.7,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huautla,santo domingo,390.0,1352,23,['amarillo naranja'],9.4,14.8,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,tamoyón 1,151.0,1350,24,['amarillo'],10.8,16,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huautla,tamoyón 1,151.0,1350,24,"['amarillo naranja', 'amarillo', 'jaspeado']",10,17.2,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,tecpan de galeana,paso de la parota,127.0,1076,26,['blanco cremoso'],11.2,17.5,bajas,caliente,abundantes
maíz raza olotillo,coahuila de zaragoza,cuatro cienegas,estanque de norias,1266.0,318,19,no disponible,11,13.87,mediana altitud,templada,escasas
maíz raza olotillo,nayarit,tepic,tepic,957.0,1271,21,['blanco'],no disponible,no disponible,bajas,templada,abundantes
maíz raza olotillo,chiapas,amatenango de la frontera,tapizala dos,686.0,2173,24,"['amarillo claro', 'naranja']",12,13.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,ciudad del maiz,rancho las azucenas,1313.0,564,19,['blanco cremoso'],10.4,14.55,mediana altitud,templada,poco abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,el caulote,198.0,1058,26,['blanco'],9.7,18.14,bajas,caliente,abundantes
maíz raza olotillo,guerrero,coyuca de benitez,pueblo viejo,488.0,1285,25,['blanco cremoso'],12.4,18.6,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,yahualica,tlalchiyahualica,222.0,1432,24,['amarillo'],9.8,14,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,yahualica,tlalchiyahualica,222.0,1432,24,['blanco'],8,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,jardín del sur,631.0,970,24,['blanco cremoso'],9.56,17.2,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],11.4,15.08,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],12.8,18.66,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],10.6,18.73,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],11.4,19.13,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],11.2,18.53,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],11,20.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],11.8,20.65,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,guadalupe victoria,220.0,1493,24,['blanco cremoso'],11.6,18.68,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,paraje arroyo resina,920.0,923,23,['blanco cremoso'],9.5,16.33,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,jonotla,el arenal santa cruz,153.0,1870,24,['blanco cremoso'],11.4,16.18,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,jonotla,el arenal santa cruz,153.0,1870,24,"['amarillo medio', 'amarillo naranja']",9.8,14.59,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,tlaltzintla,352.0,1554,23,"['amarillo', 'jaspeado']",10.4,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,san antonio galera,114.0,1215,24,['amarillo'],9.2,17.8,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,san antonio galera,114.0,1215,24,"['blanco', 'rojo naranja', 'blanco', 'rojo naranja']",10,17.6,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huasca de ocampo,tlaxocoyapan (tlaxocoyucan),2085.0,711,15,['blanco cremoso'],11.2,13.34,altas,fría,intermedias
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,santa rosa cintepec,471.0,1705,23,['blanco cremoso'],11.6,17.45,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,santa rosa cintepec,471.0,1705,23,['blanco cremoso'],11.8,17.89,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,tecoanapa,saucito,626.0,1662,25,['blanco cremoso'],11.2,16.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,tanchinol,166.0,1476,24,"['amarillo', 'rojo naranja']",10,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,tanchinol,166.0,1476,24,['blanco'],9.2,19,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,tanchinol,166.0,1476,24,"['blanco', 'rojo naranja']",10,16.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,tanchinol,166.0,1476,24,"['amarillo', 'rojo naranja']",10,15.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,san francisco loxicha,448.0,1051,24,['blanco cremoso'],9.7,16.06,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,cintalapa,"san sebastián, (en la ranchería)",603.0,891,24,"['blanco', 'amarillo claro']",10,15.5,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"chuniapan de abajo, carretera el salto-abrevadero",91.0,1546,25,['amarillo medio'],10.2,17.11,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,"cerca de chalahuiapa, en el ejido de chalahuayapan",261.0,1348,23,['blanco cremoso'],8.6,17.44,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva esperanza,882.0,909,23,['blanco'],10.6,16.85,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,zoquiapan,amatlan,190.0,1912,24,"['amarillo medio', 'amarillo naranja']",10.6,15.86,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,zoquiapan,amatlan,190.0,1912,24,['blanco cremoso'],9.6,18.3,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,villa tierra,939.0,930,23,no disponible,9.75,19.76,bajas,semi-caliente,abundantes
maíz raza olotillo,nuevo leon,linares,ex hacienda de guadalupe,294.0,690,23,"['blanco cremoso', 'amarillo claro', 'amarillo medio']",10.8,16,bajas,semi-caliente,intermedias
maíz raza olotillo,chiapas,ocozocoautla de espinosa,rivera el gavilán,754.0,930,23,['blanco'],9,16,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,rivera el gavilán,754.0,930,23,['amarillo claro'],9,16,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],12.8,17.11,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],12,20.38,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],12.2,18.29,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],11.2,19.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],11,18.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],11.4,20.62,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,coatzintla,rancho nuevo,280.0,1753,23,['blanco cremoso'],11.6,18.87,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"axochio, carretera san andrés tuxtla-tilapan desviación axochio",82.0,1506,25,['blanco cremoso'],11.2,17.54,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,río de león,1029.0,898,22,"['blanco', 'amarillo claro']",9.35,16.875,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"ricardo flores magón, carretera san andrés tuxtla-tilapan",158.0,1642,24,['blanco cremoso'],13,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"ricardo flores magón, carretera san andrés tuxtla-tilapan",158.0,1642,24,['blanco cremoso'],13.2,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,rio grande,1245.0,907,22,['blanco cremoso'],9,17.17,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,rio grande,1245.0,907,22,"['blanco cremoso', 'amarillo claro']",8.72,15.3,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro peñasco,1025.0,977,23,['blanco cremoso'],12,14.145,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,los colorados,1101.0,936,22,"['blanco', 'amarillo claro']",9.9,15.55,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,ometepec,"cerca de zacualpan (zacoalpan, al nnw de la localidad)",224.0,1343,27,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,tabasco,tenosique,"ejido el bejucal, subregión de los ríos",118.0,2064,26,['blanco cremoso'],14,17.87,bajas,caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chalma,zapotitla,156.0,1356,24,['amarillo'],9.2,15,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chalma,zapotitla,156.0,1356,24,['blanco'],8,14.5,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,papantla,"polutla, comunidad polutla",157.0,1387,23,['blanco cremoso'],11.4,17.9,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,papantla,"polutla, comunidad polutla",157.0,1387,23,['blanco cremoso'],12.8,20.27,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,arroyo del corazón,701.0,964,24,['blanco cremoso'],10,18.86,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,arroyo del corazón,701.0,964,24,['blanco cremoso'],9.8,18.57,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,arroyo del corazón,701.0,964,24,['blanco cremoso'],10.3,17.23,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,santa maría el platanar,458.0,1036,24,['blanco cremoso'],11,17.66,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,tzicatipa,563.0,1462,22,"['amarillo', 'blanco', 'amarillo naranja']",9.6,17.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,zoquiapan,amatlan,190.0,1912,24,"['amarillo medio', 'amarillo naranja']",10.2,13.17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,601.0,1023,24,no disponible,9.4,17.58,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,la trinitaria,las delicias,899.0,1342,22,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,yucatan,tunkas,tunkas,28.0,1145,25,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,yucatan,tunkas,tunkas,28.0,1145,25,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,yucatan,muna,muna,29.0,1086,25,['amarillo claro'],12,10.5,bajas,caliente,abundantes
maíz raza olotillo,guerrero,la union de isidoro montes de oca,cerca de la unión,47.0,962,27,['azul'],12.8,17.1,bajas,caliente,abundantes
maíz raza olotillo,puebla,tenampulco,el saltillo,216.0,1747,24,['rojo oscuro'],10.8,16.24,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,villaflores,guadalupe victoria,785.0,1109,23,['amarillo naranja'],8,19,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de hueycotitla,312.0,1376,23,"['amarillo medio', 'amarillo naranja', 'naranja']",9.4,16.04,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa maria jacatepec,la joya,98.0,2249,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa maria jacatepec,la joya,98.0,2249,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa maria jacatepec,la joya,98.0,2249,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,"['amarillo', 'amarillo naranja']",8.4,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,['amarillo'],8.4,13,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,['blanco'],8,16.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,['amarillo'],9.2,15.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,['amarillo'],10,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,['blanco'],9.2,15.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,"['amarillo', 'rojo naranja']",10.4,15.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,el chote,168.0,1479,24,"['amarillo', 'amarillo']",10.8,16.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,san lucas,san lucas,677.0,948,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,san lucas,677.0,948,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,san lucas,677.0,948,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,643.0,974,24,['blanco'],7.95,18.61,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva luz,643.0,974,24,['blanco'],9.25,15.215,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva esperanza,808.0,927,24,['amarillo medio'],10.5263157894737,18.1578947368421,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva esperanza,808.0,927,24,"['blanco cremoso', 'amarillo claro']",10.3157894736842,15.2894736842105,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la nueva esperanza,808.0,927,24,['blanco cremoso'],9.85,14.45,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,ometepec,cerca de la ladrillera (al ene de la localidad),337.0,1410,26,no disponible,no disponible,no disponible,bajas,caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,cuayahual,93.0,1542,24,['amarillo'],10.4,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,cuayahual,93.0,1542,24,"['amarillo', 'rojo naranja', 'amarillo naranja', 'amarillo', 'rojo naranja', 'amarillo naranja']",9.6,15.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,cuayahual,93.0,1542,24,"['amarillo', 'rojo naranja', 'amarillo', 'rojo naranja']",9.6,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,cuayahual,93.0,1542,24,['amarillo'],10.8,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,cuayahual,93.0,1542,24,"['amarillo', 'rojo naranja', 'blanco', 'amarillo', 'rojo naranja', 'blanco']",10.4,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,jaltocan,matachilillo,156.0,1479,24,['amarillo'],10.4,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,huixtla,aztlán (en el ejido aztlán),6.0,2766,28,['amarillo claro'],13,16.57,bajas,muy caliente,muy abundantes
maíz raza olotillo,hidalgo,metztitlan,tlaxco,1703.0,527,17,['amarillo claro'],no disponible,no disponible,mediana altitud,fría,poco abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,epazote,950.0,951,23,no disponible,9.7,16.725,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,alamo temapache,cerca de xoyotitla,125.0,1223,24,['blanco cremoso'],10.6,16.52,bajas,semi-caliente,abundantes
maíz raza olotillo,michoacan de ocampo,coalcoman de vazquez pallares,el rincón,1128.0,1199,21,"['blanco', 'amarillo claro']",9,18.7,bajas,semi-caliente,abundantes
maíz raza olotillo,michoacan de ocampo,coalcoman de vazquez pallares,el rincón,1128.0,1199,21,['amarillo claro'],9,18.9,bajas,semi-caliente,abundantes
maíz raza olotillo,michoacan de ocampo,coalcoman de vazquez pallares,el rincón,1128.0,1199,21,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,el tejocote,1047.0,900,22,['blanco cremoso'],10.16,15.74,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,san luis acatlan,yoloxochitl,617.0,1846,25,['blanco cremoso'],8,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,yoloxochitl,617.0,1846,25,['rojo'],10.8,15.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,la union de isidoro montes de oca,las cruces,65.0,966,27,['blanco cremoso'],10.4,16.3,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,678.0,985,24,no disponible,10.55,18.91,bajas,semi-caliente,abundantes
maíz raza olotillo,michoacan de ocampo,tepalcatepec,iztanzuela,458.0,734,26,"['blanco', 'amarillo claro']",no disponible,no disponible,bajas,caliente,intermedias
maíz raza olotillo,quintana roo,bacalar,ejido el naranjal,36.0,1264,25,['amarillo claro'],9,13.6,bajas,caliente,abundantes
maíz raza olotillo,hidalgo,xochiatipan,ixtaczoquico,447.0,1488,23,"['amarillo', 'blanco', 'rojo naranja', 'amarillo', 'blanco', 'rojo naranja']",10.8,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,xochiatipan,ixtaczoquico,447.0,1488,23,"['blanco', 'blanco']",10,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,xochiatipan,ixtaczoquico,447.0,1488,23,"['blanco', 'blanco']",10,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,la cruz,244.0,1088,25,"['amarillo claro', 'azul']",10,17.475,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,la cruz,244.0,1088,25,"['blanco', 'azul oscuro']",11,17.025,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,piedra cuache,325.0,1051,25,['blanco cremoso'],9.84,15.932,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,piedra cuache,325.0,1051,25,"['blanco', 'amarillo claro']",10.55,17.75,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,general canuto a. neri,amates grandes,1282.0,1039,24,['blanco cremoso'],10.4,23.9,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,guerrero,general canuto a. neri,amates grandes,1282.0,1039,24,['blanco cremoso'],10,24.9,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,guerrero,general canuto a. neri,amates grandes,1282.0,1039,24,['amarillo claro'],10.4,19.7,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de la reforma,372.0,1533,23,['blanco cremoso'],9.2,14.66,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,142.0,1544,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,142.0,1544,24,"['blanco', 'naranja']",no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,142.0,1544,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,142.0,1544,24,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampacan,tampacán,142.0,1544,24,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,cerro espiga,1259.0,939,21,['blanco'],9.7,17.425,mediana altitud,templada,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,alamo temapache,cerca de xoyotitla,125.0,1223,24,['blanco cremoso'],10.6,19.36,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,"los parajes, frente a la secundaria",131.0,1319,24,['blanco'],9.6,18.8,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,"los parajes, frente a la capilla",131.0,1319,24,"['amarillo', 'amarillo naranja', 'rojo naranja']",11.2,16.2,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,"los parajes, barrio bajo",131.0,1319,24,"['azul', 'azul oscuro', 'azul', 'azul oscuro']",10,16.2,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,santiago de anaya,el nopalillo,2039.0,434,15,['blanco cremoso'],14,13.86,altas,fría,escasas
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,santa úrsula,29.0,2288,25,['blanco'],11,19,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,magdalena tequisistlan,magdalena tequisistlan,220.0,734,27,"['blanco', 'amarillo claro']",11,13.3,bajas,caliente,intermedias
maíz raza olotillo,oaxaca,san juan cacahuatepec,cacahuatepec,411.0,1430,26,['azul oscuro'],10.1,13.5,bajas,caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,mecayapan,"mecayapan, cabecera municipal",360.0,1619,24,['blanco cremoso'],12,20.41,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,mecayapan,"mecayapan, cabecera municipal",360.0,1619,24,['blanco cremoso'],10.6,20.43,bajas,semi-caliente,muy abundantes
maíz raza olotillo,morelos,atlatlahucan,san miguel tlaltililco,1716.0,1040,20,['blanco'],10,15.4,mediana altitud,templada,abundantes
maíz raza olotillo,guerrero,xochistlahuaca,cerca de el santiago (al nw de la localidad),368.0,1443,27,no disponible,no disponible,no disponible,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['amarillo claro'],9,15,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,"['amarillo claro', 'rojo']",no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,"['blanco', 'amarillo claro']",11,17,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,"['amarillo claro', 'azul oscuro']",9,13,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['blanco'],8,20,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,"cerca de terán, en el ejido terán",637.0,943,25,['amarillo claro'],10,16.5,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,san felipe orizatlan,ejido 3 de marzo,220.0,1610,24,['amarillo medio'],10,16.3875,bajas,semi-caliente,muy abundantes
