raza,estado,municipio,localidad,altitud,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio,cat_altitud,cat_temperatura,cat_precipitacion
maíz raza olotillo,veracruz de ignacio de la llave,mecayapan,"huazuntlán, carretera mecayapan",72.0,1791,26,"['blanco cremoso', 'amarillo claro']",12.2,18.72,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,cerca de san josé terán,593.0,958,25,['blanco'],8.8,19.3,bajas,caliente,abundantes
maíz raza olotillo,chiapas,tuxtla gutierrez,cerca de san josé terán,593.0,958,25,"['amarillo claro', 'amarillo medio']",8.4,19.64,bajas,caliente,abundantes
maíz raza olotillo,san luis potosi,xilitla,la conchita,553.0,1347,22,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,malinaltepec,cerca de el carrizal,1531.0,1520,21,['blanco cremoso'],12.67,14.67,mediana altitud,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,santiago tuxtla,"sehualaca, carretera santiago tuxtla-ciudad isla",106.0,1588,25,['blanco cremoso'],11.8,19.37,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,san francisco loxicha,508.0,1051,24,['blanco'],10,15.725,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,san francisco loxicha,508.0,1051,24,"['blanco', 'amarillo claro']",9.5,16.15,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,san luis acatlan,ejido de yoloxochitl,686.0,1871,25,['blanco cremoso'],12.66,17.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,"cececapa, barrio bajo",137.0,1457,24,"['amarillo', 'amarillo naranja']",10,17.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,cececapa,137.0,1457,24,"['amarillo', 'amarillo naranja']",10.4,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,cececapa,137.0,1457,24,"['amarillo', 'amarillo naranja']",9,17.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,el chilar,190.0,1083,25,"['blanco', 'amarillo claro']",9.7,16.56,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido ixcatepec,261.0,1205,23,['blanco'],9.2,17,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido ixcatepec,261.0,1205,23,"['amarillo', 'rojo naranja', 'amarillo naranja']",10.4,17.6,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ixcatepec,ejido ixcatepec,261.0,1205,23,['blanco'],10,16.6,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,barrio coyote,163.0,1049,26,"['blanco', 'amarillo medio', 'azul']",11.6,17.5,bajas,caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,"['blanco', 'amarillo claro']",10,19.9,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,['blanco'],10,18.2,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,"['blanco', 'azul oscuro']",11,15.5,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,['blanco'],10,16.5,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,totolapa,totolapa,661.0,954,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,codorniz,605.0,997,24,no disponible,9.75,21.285,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de tlatlapango el grande,352.0,1495,23,['blanco cremoso'],9,15.04,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,el caulote,174.0,1058,26,['blanco cremoso'],10.1,17.7,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,san diego,76.0,1286,24,"['amarillo', 'blanco']",9.6,17.4,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,lemontitla,132.0,1460,24,['amarillo'],10.8,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,lemontitla,132.0,1460,24,['amarillo'],10,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,huejutla de reyes,lemontitla,132.0,1460,24,"['amarillo', 'amarillo naranja']",10.4,16.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,suchiapa,suchiapa,462.0,989,26,no disponible,no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,suchiapa,suchiapa,462.0,989,26,['amarillo naranja'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,suchiapa,suchiapa,462.0,989,26,['amarillo claro'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,suchiapa,suchiapa,462.0,989,26,['blanco'],9,16,bajas,caliente,abundantes
maíz raza olotillo,chiapas,suchiapa,suchiapa,462.0,989,26,['blanco'],12,14.7,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,portillo limón,1425.0,957,20,['amarillo medio'],10.6,15.6,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,mameyal,1028.0,988,23,['blanco'],9.75,13.07,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,coahuayutla de jose maria izazaga,cerca de platanillo,443.0,980,25,['blanco cremoso'],11.6,16.5,bajas,caliente,abundantes
maíz raza olotillo,guerrero,coahuayutla de jose maria izazaga,cerca de platanillo,443.0,980,25,['azul'],12,18.4,bajas,caliente,abundantes
maíz raza olotillo,puebla,zoquiapan,amatlan,191.0,1912,24,['blanco cremoso'],10,18.06,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,zoquiapan,amatlan,191.0,1912,24,['amarillo medio'],10,15.5833333333333,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tamiahua,el naranjalito,26.0,1266,24,['blanco cremoso'],13.8,15.81,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,san josé del peñasco,580.0,971,24,['blanco cremoso'],9.35,15.25,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,tamazunchale,"ixteamel, barrio ahuehueyo",229.0,1662,23,"['amarillo', 'rojo naranja']",10.67,18.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tamazunchale,"ixteamel, barrio ahuehueyo",229.0,1662,23,"['amarillo', 'rojo naranja']",9.6,17,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,la independencia,la patria,1501.0,1276,18,no disponible,no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,chiapas,la independencia,la patria,1501.0,1276,18,['blanco'],no disponible,no disponible,mediana altitud,templada,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro peñasco,1037.0,977,23,['blanco'],10.25,14.465,bajas,semi-caliente,abundantes
maíz raza olotillo,morelos,tlaquiltenango,huixastla,754.0,779,25,['blanco'],10.8,15.6,bajas,semi-caliente,intermedias
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,cerca de la ceiba,169.0,1308,24,['blanco cremoso'],10.8,16.52,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,cerca de la ceiba,169.0,1308,24,"['blanco', 'blanco cremoso']",8,17.06,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,cerca de la ceiba,169.0,1308,24,['blanco cremoso'],12.2,16.8,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,cerca de la ceiba,169.0,1308,24,['blanco cremoso'],11.6,15.62,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,cerca de la ceiba,169.0,1308,24,['blanco cremoso'],9.4,16.54,bajas,semi-caliente,abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,ricardo flores magón,133.0,1814,24,['blanco cremoso'],11,16.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,ricardo flores magón,133.0,1814,24,"['rojo', 'negro']",11.4,19.72,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,ricardo flores magón,133.0,1814,24,['blanco cremoso'],11.4,17.27,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,ricardo flores magón,133.0,1814,24,"['amarillo medio', 'amarillo naranja']",11,16.23,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,tuzamapan de galeana,ricardo flores magón,133.0,1814,24,['blanco cremoso'],11.2,19.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,zihuatanejo de azueta,vallecito,769.0,1259,24,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,tabasco,balancan,"ejido arroyo el triunfo, primera sección, subregión de los ríos",59.0,1586,26,['blanco cremoso'],12.6,18.9,bajas,caliente,muy abundantes
maíz raza olotillo,chiapas,angel albino corzo,nuevo guerrero,641.0,1975,24,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,el parral,parral,647.0,1132,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,el parral,colonia el parral,647.0,1132,24,"['blanco', 'amarillo claro']",9,16.7,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,el parral,colonia el parral,647.0,1132,24,['amarillo claro'],9,18.5,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san cristobal de las casas,san cristóbal de las casas,2136.0,1210,14,['amarillo claro'],10,17.9,altas,fría,abundantes
maíz raza olotillo,chiapas,chenalho,chenalho,1542.0,1397,18,['amarillo naranja'],12,18.5,mediana altitud,templada,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,san baltazar loxicha,986.0,933,23,['amarillo naranja'],10.2,15.1,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,san baltazar loxicha,986.0,933,23,['blanco cremoso'],10.5,20.07,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,san baltazar loxicha,986.0,933,23,['blanco cremoso'],9.8,21.055,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,san bartolome loxicha,1126.0,1028,21,no disponible,10.1,12.255,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,villaflores,colonia 16 de septiembre,541.0,1259,25,['blanco'],8,16.5,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,llano liso,1103.0,1009,22,['amarillo medio'],11.04,15.492,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,frontera comalapa,ejido sinaloa,595.0,1328,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,tamazunchale,rancho del tepetate,110.0,1668,24,['amarillo claro'],10,14.7,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tamazunchale,rancho del tepetate,110.0,1668,24,"['blanco', 'azul oscuro']",12,15.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro de horno,887.0,999,23,['blanco'],9.9,13.51,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,cerro de horno,887.0,999,23,['blanco'],10.8,14.99,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"popotal, comunidad el popotal",24.0,1235,25,['blanco cremoso'],11.4,15.25,bajas,caliente,abundantes
maíz raza olotillo,guerrero,tlapa de comonfort,tres caminos,1868.0,936,19,['blanco cremoso'],12.4,19.2,altas,templada,abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,chiliatl,167.0,1486,24,['amarillo'],10,16.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,chiliatl,167.0,1486,24,['blanco'],10,18,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,chiliatl,167.0,1486,24,['blanco'],10,14.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,sebastopol,26.0,2217,25,['blanco'],13,22,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,sebastopol,26.0,2217,25,['blanco'],11,22,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san juan bautista tuxtepec,sebastopol,26.0,2217,25,['blanco'],12,20,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,yogondoy,896.0,895,23,['naranja'],10,16.5157894736842,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,yogondoy,896.0,895,23,['blanco cremoso'],9.45,17.425,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,matlapa,papatlas,118.0,1585,24,"['amarillo', 'amarillo naranja']",10,16.25,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,papatlas,118.0,1585,24,"['azul', 'azul']",10,12.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,papatlas,118.0,1585,24,"['amarillo', 'blanco']",10,14.67,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,papatlas,118.0,1585,24,"['amarillo', 'amarillo naranja', 'blanco']",9.33,17.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,la trinitaria,chihuahua,1062.0,1308,22,['amarillo naranja'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,morelos,tlaquiltenango,xicatlacotla,865.0,798,24,['blanco'],10.2,15.5,bajas,semi-caliente,intermedias
maíz raza olotillo,oaxaca,san bartolome loxicha,el tamarindo,465.0,1032,24,['blanco'],9.9,16.625,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,metztitlan,tlaxco ( san antonio),1728.0,541,16,['blanco cremoso'],no disponible,no disponible,mediana altitud,fría,poco abundantes
maíz raza olotillo,chiapas,acala,acala,423.0,1076,26,['blanco'],8,15,bajas,caliente,abundantes
maíz raza olotillo,chiapas,acala,acala,423.0,1076,26,['blanco'],10,21,bajas,caliente,abundantes
maíz raza olotillo,chiapas,acala,acala,423.0,1076,26,['blanco'],no disponible,no disponible,bajas,caliente,abundantes
maíz raza olotillo,chiapas,acala,acala,423.0,1076,26,['blanco'],11,15.2,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,604.0,1023,24,['blanco'],8.9,17.445,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,ahuacapan,73.0,1461,25,"['amarillo claro', 'rojo']",11.8,21.3,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,matlapa,290.0,1596,23,"['amarillo medio', 'amarillo naranja']",9.6,11.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,nuevo leon,doctor arroyo,comunidad bolsa y flores,1689.0,486,18,"['blanco cremoso', 'amarillo claro']",10.5,15.78,mediana altitud,fría,poco abundantes
maíz raza olotillo,morelos,coatlan del rio,michapa,1191.0,999,23,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,cerro tabla,1046.0,950,21,['amarillo medio'],10.1,16.612,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,río machete,1136.0,1028,21,"['blanco', 'amarillo claro']",11.5789473684211,11.5631578947368,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la chivela,1117.0,938,22,['blanco cremoso'],9.45,18.15,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la chivela,1117.0,938,22,no disponible,13.2,15.375,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,yahualica,pepeyocatitla,220.0,1457,24,['blanco'],9.2,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,hidalgo,yahualica,pepeyocatitla,220.0,1457,24,"['amarillo', 'amarillo naranja']",9.6,14,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,ometepec,cerca de huixtepec (al n de la localidad),362.0,1411,26,no disponible,no disponible,no disponible,bajas,caliente,muy abundantes
maíz raza olotillo,puebla,zacapoaxtla,"xilita, 2 km de xalacapa y 5 de zacapoaxtla",1506.0,2010,17,"['blanco', 'rojo', 'azul oscuro']",12,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,puebla,zacapoaxtla,"xilita, 2 km de xalacapa y 5 de zacapoaxtla",1506.0,2010,17,"['blanco', 'amarillo claro', 'rojo']",11,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,puebla,zacapoaxtla,"xilita, 2 km de xalacapa y 5 de zacapoaxtla",1506.0,2010,17,"['blanco', 'rojo', 'azul oscuro']",no disponible,no disponible,mediana altitud,fría,muy abundantes
maíz raza olotillo,guerrero,san luis acatlan,yoloxochitl,611.0,1846,25,['amarillo claro'],10,16.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,"['blanco', 'rojo naranja']",10.67,16.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,"['amarillo', 'blanco']",10,13.67,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,"['blanco', 'rojo naranja']",10,18.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,['amarillo'],11,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,"['amarillo', 'amarillo naranja']",11.6,18.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,['amarillo'],10.5,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,"['amarillo', 'blanco']",10,18.5,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,matlapa,texquitote segundo,323.0,1634,23,"['amarillo', 'blanco', 'amarillo', 'blanco']",9.5,18.25,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,san miguel totolapan,san miguel totolapan,322.0,1099,27,['amarillo claro'],13,13.7,bajas,muy caliente,abundantes
maíz raza olotillo,oaxaca,concepcion papalo,concepción pápalo,2141.0,777,16,['blanco'],11,13.1,altas,fría,intermedias
maíz raza olotillo,oaxaca,concepcion papalo,concepción pápalo,2141.0,777,16,['blanco'],11,14.7,altas,fría,intermedias
maíz raza olotillo,san luis potosi,axtla de terrazas,temalacaco,120.0,1571,24,['amarillo'],10.4,17.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,axtla de terrazas,temalacaco,120.0,1571,24,['amarillo'],10.8,18.4,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,axtla de terrazas,temalacaco,120.0,1571,24,['amarillo'],10,18.4,bajas,semi-caliente,muy abundantes
