race,state,municipality,locality,altitude,precipitation,temperature,grain_color ,rows_ear,average_length,altitude_cat,temperature_cat,precipitation_cat
maíz raza olotillo,Chiapas,Las Rosas,Villa las Rosas,1306,1329,21,['white'],10,14,medium altitude,temperate,abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Guaxcuaco,469,1542,23,"['white', 'red-orange']",11.6,22.2,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Guaxcuaco,469,1542,23,['yellow'],10.8,19.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Acanoa,698,1728,22,['medium yellow'],9.2,15.45,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,"Mecatlán, Barrio Axhumol",157,1747,24,"['yellow', 'red-orange']",10.8,19.2,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,"Mecatlán, Barrio de Atlajque",157,1747,24,['yellow'],10,20,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tamazunchale,Mecatlán,157,1747,24,['white'],9.6,17.6,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Tecpan de Galeana,Arroyo de la Ordeña,141,1094,26,['creamy white'],11.6,16,low,hot,abundant
maíz raza olotillo,Hidalgo,Calnali,Coamila,1210,757,19,['light yellow'],,,medium altitude,temperate,intermediate
maíz raza olotillo,Hidalgo,Atlapexco,"Atlajco, Barrio Calixpa",250,1438,23,"['yellow', 'red-orange', 'yellow', 'red-orange']",10.8,16.2,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Atlajco, Barrio Xocotzintla",250,1438,23,"['yellow', 'white', 'yellow', 'white']",10.4,16,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,['white'],14,15.6,high,cold,abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,['light yellow'],11,15.2,high,cold,abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,['white'],11,17.2,high,cold,abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,"['white', 'red']",12,15.8,high,cold,abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,['white'],11,16.9,high,cold,abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,['light yellow'],13,15.5,high,cold,abundant
maíz raza olotillo,Oaxaca,San Juan Lachao,San Juan Lachao Pueblo Viejo,2056,1221,17,['white'],12,16.2,high,cold,abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Tlachapa, Barrio Arriba",208,1431,23,['yellow'],10,18.4,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Tlachapa, Barrio Naranjal",208,1431,23,['yellow'],10.4,17.2,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Tlachapa, Barrio Arriba",208,1431,23,"['yellow', 'orange-yellow', 'yellow', 'orange-yellow']",9.6,16.2,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,Tlachapa,208,1431,23,"['white', 'white']",9.2,14.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,"Tlachapa, Barrio Arriba",208,1431,23,"['yellow', 'white']",9.6,15.4,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atlapexco,Tlachapa,208,1431,23,"['yellow', 'orange-yellow', 'yellow', 'orange-yellow']",8.8,14.6,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Las Margaritas,1 de Mayo,1671,1220,18,['light yellow'],,,medium altitude,cold,abundant
maíz raza olotillo,Chiapas,Las Margaritas,1 de Mayo,1671,1220,18,['white'],,,medium altitude,cold,abundant
maíz raza olotillo,Chiapas,Las Margaritas,1 de Mayo,1671,1220,18,['light yellow'],,,medium altitude,cold,abundant
maíz raza olotillo,Chiapas,Las Margaritas,1 de Mayo,1671,1220,18,['white'],,,medium altitude,cold,abundant
maíz raza olotillo,Chiapas,Las Margaritas,1 de Mayo,1671,1220,18,['light yellow'],,,medium altitude,cold,abundant
maíz raza olotillo,Chiapas,Las Margaritas,1 de Mayo,1671,1220,18,['light yellow'],,,medium altitude,cold,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Pizapan, Carretera San Andrés-Tilapan Desviación los Mérida",115,1569,25,['light yellow'],10.4,16.99,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chiconquiaco,"La Vaquería, Zona Baja, Chiconquiaco",1811,1676,14,"['white', 'blue']",13.4,16.01,high,cold,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,898,964,23,,10.8,19.565,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Maria Cortijo,Santa María Cortijo,80,1194,27,"['white', 'light yellow', 'dark blue']",,,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,Ejido Siete Palmas,160,1209,24,['white'],11.2,17.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,Ejido Siete Palmas,160,1209,24,['white'],10.4,18.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,Ejido Siete Palmas,160,1209,24,['white'],10.4,15.4,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,Ejido Siete Palmas,160,1209,24,['white'],10,15.8,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"La Isla, Comunidad Ejido la Isla",14,1392,24,['creamy white'],11.8,20.15,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"La Isla, Comunidad Ejido la Isla",14,1392,24,['creamy white'],12,18.66,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"La Isla, Olmedo",14,1392,24,['creamy white'],12.4,17.72,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Tecpan de Galeana,Papanoa,24,915,26,['creamy white'],11.2,18.2,low,hot,abundant
maíz raza olotillo,Guerrero,Tecpan de Galeana,Papanoa,24,915,26,['light yellow'],8,20,low,hot,abundant
maíz raza olotillo,Hidalgo,Yahualica,Pepeyocatitla,221,1457,24,['white'],9,16.38,low,semi-warm,very abundant
maíz raza olotillo,Guanajuato,Xichu,Llanetes,927,534,23,['white'],10.2,17.6,low,semi-warm,low
maíz raza olotillo,Guanajuato,Xichu,Llanetes,927,534,23,['dark blue'],12.8,15.4,low,semi-warm,low
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"La Redonda, Carretera Tilapan-Río Tuxpan",44,1391,25,['creamy white'],12.4,17.2,low,hot,very abundant
maíz raza olotillo,Guerrero,Malinaltepec,Cerca de Monte Alegre,1705,1406,20,['creamy white'],11,17,medium altitude,temperate,very abundant
maíz raza olotillo,Morelos,Ayala,El Vergel,933,763,24,['white'],10.4,14.98,low,semi-warm,intermediate
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Arroyo Bejuco,574,1031,24,['white'],9.75,13.5,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Chiapa de Corzo,Francisco Sarabia,434,1058,26,['white'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Chiapa de Corzo,Francisco Sarabia,434,1058,26,['light yellow'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Chiapa de Corzo,Francisco Sarabia,434,1058,26,['light yellow'],,,low,hot,abundant
maíz raza olotillo,Oaxaca,Santa Maria Tonameca,"Santa María Tonameca, Cabecera Municipal, al Interior de Terreno Comunal",37,1061,26,"['white', 'light yellow']",12,15.5,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,"Calaco, Ejido Huecuatitla",362,1407,23,"['yellow', 'red-orange', 'white']",9.2,15.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atotonilco el Grande,"Cerca de Tezahuapa, (Aledaños al Ejido Agua Limpia)",2075,605,16,['creamy white'],8.8,13.36,high,cold,low
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Pahuatitla,429,1473,23,"['yellow', 'red-orange']",11.2,16.8,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Xilitla,Cerro Quebrado,1213,866,19,"['blue', 'white', 'yellow', 'blue', 'white', 'yellow']",10.6,18.6,medium altitude,temperate,abundant
maíz raza olotillo,San Luis Potosi,Xilitla,Cerro Quebrado,1213,866,19,"['white', 'red', 'red-orange']",11.6,18.8,medium altitude,temperate,abundant
maíz raza olotillo,Chiapas,Chiapa de Corzo,Narciso Mendoza,407,1039,26,['orange-yellow'],,,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"La Chamizal, Camino Santa Rosa Cintepec-Juan Díaz Cobarruvias",184,1582,24,['creamy white'],11,17.2,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Ciudad Valles,San Felipe,163,1192,24,,,,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Ciudad Valles,San Felipe,163,1192,24,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,895,994,23,['creamy white'],10,16.19,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro de Horno,895,994,23,['white'],9.8,15.655,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Tataltepec de Valdes,Santa Cruz Tepenixtlahuaca,463,1343,26,['white'],14,18.8,low,hot,abundant
maíz raza olotillo,Oaxaca,Tataltepec de Valdes,Santa Cruz Tepenixtlahuaca,463,1343,26,['red'],11,15.9,low,hot,abundant
maíz raza olotillo,Oaxaca,Tataltepec de Valdes,Santa Cruz Tepenixtlahuaca,463,1343,26,['white'],10,17,low,hot,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,San Vicente Yogondoy,1463,953,20,['creamy white'],8.9,14.88,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Rio Grande,1463,953,20,['creamy white'],9.5,17.275,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Rio Grande,1463,953,20,"['white', 'light yellow']",10.45,15.155,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Río Piedra,1463,953,20,"['white', 'light yellow']",9.2,19.5333333333333,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,El Campanario,1463,953,20,['white'],9.5,16.755,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,San Vicente Yogondoy,1463,953,20,['creamy white'],10.45,17.92,medium altitude,temperate,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Paraje Bizjuane,997,929,22,"['creamy white', 'light yellow']",10.1,17.53,low,semi-warm,abundant
