race,state,municipality,locality,altitude,precipitation,temperature,grain_color ,rows_ear,average_length,altitude_cat,temperature_cat,precipitation_cat
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Yogondoy,896,895,23,['creamy white'],9.45,17.425,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Papatlas,118,1585,24,"['yellow', 'orange-yellow']",10,16.25,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Papatlas,118,1585,24,"['blue', 'blue']",10,12.5,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Papatlas,118,1585,24,"['yellow', 'white']",10,14.67,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Papatlas,118,1585,24,"['yellow', 'orange-yellow', 'white']",9.33,17.33,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,La Trinitaria,Chihuahua,1062,1308,22,['orange-yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Morelos,Tlaquiltenango,Xicatlacotla,865,798,24,['white'],10.2,15.5,low,semi-warm,intermediate
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,El Tamarindo,465,1032,24,['white'],9.9,16.625,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Metztitlan,Tlaxco ( San Antonio),1728,541,16,['creamy white'],,,medium altitude,cold,low
maíz raza olotillo,Chiapas,Acala,Acala,423,1076,26,['white'],8,15,low,hot,abundant
maíz raza olotillo,Chiapas,Acala,Acala,423,1076,26,['white'],10,21,low,hot,abundant
maíz raza olotillo,Chiapas,Acala,Acala,423,1076,26,['white'],,,low,hot,abundant
maíz raza olotillo,Chiapas,Acala,Acala,423,1076,26,['white'],11,15.2,low,hot,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,604,1023,24,['white'],8.9,17.445,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,Ahuacapan,73,1461,25,"['light yellow', 'red']",11.8,21.3,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Matlapa,290,1596,23,"['medium yellow', 'orange-yellow']",9.6,11.5,low,semi-warm,very abundant
maíz raza olotillo,Nuevo Leon,Doctor Arroyo,Comunidad Bolsa y Flores,1689,486,18,"['creamy white', 'light yellow']",10.5,15.78,medium altitude,cold,low
maíz raza olotillo,Morelos,Coatlan del Rio,Michapa,1191,999,23,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Cerro Tabla,1046,950,21,['medium yellow'],10.1,16.612,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Río Machete,1136,1028,21,"['white', 'light yellow']",11.5789473684211,11.5631578947368,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Chivela,1117,938,22,['creamy white'],9.45,18.15,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Chivela,1117,938,22,,13.2,15.375,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Yahualica,Pepeyocatitla,220,1457,24,['white'],9.2,15,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Yahualica,Pepeyocatitla,220,1457,24,"['yellow', 'orange-yellow']",9.6,14,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Ometepec,Cerca de Huixtepec (al N de la Localidad),362,1411,26,,,,low,hot,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,"Xilita, 2 Km de Xalacapa y 5 de Zacapoaxtla",1506,2010,17,"['white', 'red', 'dark blue']",12,,medium altitude,cold,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,"Xilita, 2 Km de Xalacapa y 5 de Zacapoaxtla",1506,2010,17,"['white', 'light yellow', 'red']",11,,medium altitude,cold,very abundant
maíz raza olotillo,Puebla,Zacapoaxtla,"Xilita, 2 Km de Xalacapa y 5 de Zacapoaxtla",1506,2010,17,"['white', 'red', 'dark blue']",,,medium altitude,cold,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Yoloxochitl,611,1846,25,['light yellow'],10,16.6,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,"['white', 'red-orange']",10.67,16.33,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,"['yellow', 'white']",10,13.67,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,"['white', 'red-orange']",10,18.33,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,['yellow'],11,15,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,"['yellow', 'orange-yellow']",11.6,18.6,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,['yellow'],10.5,15,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,"['yellow', 'white']",10,18.5,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Matlapa,Texquitote Segundo,323,1634,23,"['yellow', 'white', 'yellow', 'white']",9.5,18.25,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,San Miguel Totolapan,San Miguel Totolapan,322,1099,27,['light yellow'],13,13.7,low,very hot,abundant
maíz raza olotillo,Oaxaca,Concepcion Papalo,Concepción Pápalo,2141,777,16,['white'],11,13.1,high,cold,intermediate
maíz raza olotillo,Oaxaca,Concepcion Papalo,Concepción Pápalo,2141,777,16,['white'],11,14.7,high,cold,intermediate
maíz raza olotillo,San Luis Potosi,Axtla de Terrazas,Temalacaco,120,1571,24,['yellow'],10.4,17.2,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Axtla de Terrazas,Temalacaco,120,1571,24,['yellow'],10.8,18.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Axtla de Terrazas,Temalacaco,120,1571,24,['yellow'],10,18.4,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Chilar,203,1088,25,['creamy white'],10.7,16.65,low,hot,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tamiahua,El Naranjalito,50,1266,24,['creamy white'],11.8,17.35,low,semi-warm,abundant
maíz raza olotillo,Queretaro,Jalpan de Serra,Saldiveña,735,824,23,"['light yellow', 'medium yellow', 'black']",10.6,18.15,low,semi-warm,intermediate
maíz raza olotillo,Chiapas,Amatenango de la Frontera,Colonia Guerrero,705,2110,24,"['white', 'orange']",12,17,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Malinaltepec,Llano Pantanoso,1533,1422,20,['creamy white'],10,16.83,medium altitude,temperate,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,192,1893,24,"['medium yellow', 'orange-yellow']",9.6,14.8,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,192,1893,24,['creamy white'],12.8,16.82,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,192,1893,24,"['medium yellow', 'orange-yellow']",10.4,17.34,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,192,1893,24,['dark blue'],12,16.65,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,La Corrala,138,1474,24,"['yellow', 'orange-yellow']",10.4,17,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huejutla de Reyes,La Corrala,138,1474,24,"['yellow', 'orange-yellow']",10,17,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Atotonilco el Grande,Cerro Colorado,1980,611,15,['creamy white'],9.2,12.76,high,cold,low
maíz raza olotillo,Oaxaca,Santa Maria Tonameca,La Unión del Palmar,22,1034,26,['white'],9,16.7,low,hot,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Caulote,180,1058,26,"['white', 'light yellow']",9.9,19.37,low,hot,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Magdalena Loxicha,383,1029,25,['light yellow'],10.5,15.85,low,semi-warm,abundant
maíz raza olotillo,San Luis Potosi,El Naranjo,El Platanito,1050,1183,20,['creamy white'],11.6,15.75,low,temperate,abundant
maíz raza olotillo,Guanajuato,Xichu,La Laborcilla,1318,534,20,"['creamy white', 'black']",11.6,17.95,medium altitude,temperate,low
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tamiahua,El Naranjalito,35,1266,24,['creamy white'],11.8,14.6,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,"Santa Rosa Cintepec. Carretera San Andrés-Acayucan, Tramo Catemaco-Covarrubias",442,1699,23,['creamy white'],12.6,14.7,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Huautla,Santo Domingo,390,1352,23,['orange-yellow'],9.4,14.8,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,Tamoyón 1,151,1350,24,['yellow'],10.8,16,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huautla,Tamoyón 1,151,1350,24,"['orange-yellow', 'yellow', 'mottled']",10,17.2,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Tecpan de Galeana,Paso de la Parota,127,1076,26,['creamy white'],11.2,17.5,low,hot,abundant
maíz raza olotillo,Coahuila de Zaragoza,Cuatro Cienegas,Estanque de Norias,1266,318,19,,11,13.87,medium altitude,temperate,scarce
maíz raza olotillo,Nayarit,Tepic,Tepic,957,1271,21,['white'],,,low,temperate,abundant
maíz raza olotillo,Chiapas,Amatenango de la Frontera,Tapizala Dos,686,2173,24,"['light yellow', 'orange']",12,13.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Ciudad del Maiz,Rancho las Azucenas,1313,564,19,['creamy white'],10.4,14.55,medium altitude,temperate,low
maíz raza olotillo,Oaxaca,Candelaria Loxicha,El Caulote,198,1058,26,['white'],9.7,18.14,low,hot,abundant
maíz raza olotillo,Guerrero,Coyuca de Benitez,Pueblo Viejo,488,1285,25,['creamy white'],12.4,18.6,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Yahualica,Tlalchiyahualica,222,1432,24,['yellow'],9.8,14,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Yahualica,Tlalchiyahualica,222,1432,24,['white'],8,16,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Jardín del Sur,631,970,24,['creamy white'],9.56,17.2,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],11.4,15.08,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],12.8,18.66,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],10.6,18.73,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],11.4,19.13,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],11.2,18.53,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],11,20.6,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],11.8,20.65,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Guadalupe Victoria,220,1493,24,['creamy white'],11.6,18.68,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Paraje Arroyo Resina,920,923,23,['creamy white'],9.5,16.33,low,semi-warm,abundant
maíz raza olotillo,Puebla,Jonotla,El Arenal Santa Cruz,153,1870,24,['creamy white'],11.4,16.18,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Jonotla,El Arenal Santa Cruz,153,1870,24,"['medium yellow', 'orange-yellow']",9.8,14.59,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Tlaltzintla,352,1554,23,"['yellow', 'mottled']",10.4,16.6,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,San Antonio Galera,114,1215,24,['yellow'],9.2,17.8,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Tantoyuca,San Antonio Galera,114,1215,24,"['white', 'red-orange', 'white', 'red-orange']",10,17.6,low,semi-warm,abundant
maíz raza olotillo,Hidalgo,Huasca de Ocampo,Tlaxocoyapan (Tlaxocoyucan),2085,711,15,['creamy white'],11.2,13.34,high,cold,intermediate
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Santa Rosa Cintepec,471,1705,23,['creamy white'],11.6,17.45,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,Santa Rosa Cintepec,471,1705,23,['creamy white'],11.8,17.89,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,Tecoanapa,Saucito,626,1662,25,['creamy white'],11.2,16.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Tanchinol,166,1476,24,"['yellow', 'red-orange']",10,16,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Tanchinol,166,1476,24,['white'],9.2,19,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Tanchinol,166,1476,24,"['white', 'red-orange']",10,16.5,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,San Martin Chalchicuautla,Tanchinol,166,1476,24,"['yellow', 'red-orange']",10,15.5,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,San Francisco Loxicha,448,1051,24,['creamy white'],9.7,16.06,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Cintalapa,"San Sebastián, (en la Ranchería)",603,891,24,"['white', 'light yellow']",10,15.5,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Chuniapan de Abajo, Carretera el Salto-Abrevadero",91,1546,25,['medium yellow'],10.2,17.11,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,"Cerca de Chalahuiapa, en el Ejido de Chalahuayapan",261,1348,23,['creamy white'],8.6,17.44,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,882,909,23,['white'],10.6,16.85,low,semi-warm,abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,190,1912,24,"['medium yellow', 'orange-yellow']",10.6,15.86,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,190,1912,24,['creamy white'],9.6,18.3,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Villa Tierra,939,930,23,,9.75,19.76,low,semi-warm,abundant
maíz raza olotillo,Nuevo Leon,Linares,Ex Hacienda de Guadalupe,294,690,23,"['creamy white', 'light yellow', 'medium yellow']",10.8,16,low,semi-warm,intermediate
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,Rivera el Gavilán,754,930,23,['white'],9,16,low,semi-warm,abundant
maíz raza olotillo,Chiapas,Ocozocoautla de Espinosa,Rivera el Gavilán,754,930,23,['light yellow'],9,16,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],12.8,17.11,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],,,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],12,20.38,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],12.2,18.29,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],11.2,19.2,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],11,18.5,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],11.4,20.62,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],,,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Coatzintla,Rancho Nuevo,280,1753,23,['creamy white'],11.6,18.87,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Axochio, Carretera San Andrés Tuxtla-Tilapan Desviación Axochio",82,1506,25,['creamy white'],11.2,17.54,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Río de León,1029,898,22,"['white', 'light yellow']",9.35,16.875,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Ricardo Flores Magón, Carretera San Andrés Tuxtla-Tilapan",158,1642,24,['creamy white'],13,16.8,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,San Andres Tuxtla,"Ricardo Flores Magón, Carretera San Andrés Tuxtla-Tilapan",158,1642,24,['creamy white'],13.2,16.8,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Rio Grande,1245,907,22,['creamy white'],9,17.17,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Rio Grande,1245,907,22,"['creamy white', 'light yellow']",8.72,15.3,medium altitude,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,Cerro Peñasco,1025,977,23,['creamy white'],12,14.145,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Los Colorados,1101,936,22,"['white', 'light yellow']",9.9,15.55,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Ometepec,"Cerca de Zacualpan (Zacoalpan, al NNW de la Localidad)",224,1343,27,,,,low,hot,abundant
maíz raza olotillo,Tabasco,Tenosique,"Ejido el Bejucal, Subregión de los Ríos",118,2064,26,['creamy white'],14,17.87,low,hot,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chalma,Zapotitla,156,1356,24,['yellow'],9.2,15,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chalma,Zapotitla,156,1356,24,['white'],8,14.5,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"Polutla, Comunidad Polutla",157,1387,23,['creamy white'],11.4,17.9,low,semi-warm,very abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Papantla,"Polutla, Comunidad Polutla",157,1387,23,['creamy white'],12.8,20.27,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Arroyo del Corazón,701,964,24,['creamy white'],10,18.86,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Arroyo del Corazón,701,964,24,['creamy white'],9.8,18.57,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,Arroyo del Corazón,701,964,24,['creamy white'],10.3,17.23,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,Santa María el Platanar,458,1036,24,['creamy white'],11,17.66,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Chicontepec,Tzicatipa,563,1462,22,"['yellow', 'white', 'orange-yellow']",9.6,17.4,low,semi-warm,very abundant
maíz raza olotillo,Puebla,Zoquiapan,Amatlan,190,1912,24,"['medium yellow', 'orange-yellow']",10.2,13.17,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,San Bartolome Loxicha,La Chinilla,601,1023,24,,9.4,17.58,low,semi-warm,abundant
maíz raza olotillo,Chiapas,La Trinitaria,Las Delicias,899,1342,22,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Yucatan,Tunkas,Tunkas,28,1145,25,,,,low,hot,abundant
maíz raza olotillo,Yucatan,Tunkas,Tunkas,28,1145,25,,,,low,hot,abundant
maíz raza olotillo,Yucatan,Muna,Muna,29,1086,25,['light yellow'],12,10.5,low,hot,abundant
maíz raza olotillo,Guerrero,La Union de Isidoro Montes de Oca,Cerca de la Unión,47,962,27,['blue'],12.8,17.1,low,hot,abundant
maíz raza olotillo,Puebla,Tenampulco,El Saltillo,216,1747,24,['dark red'],10.8,16.24,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Villaflores,Guadalupe Victoria,785,1109,23,['orange-yellow'],8,19,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Benito Juarez,Cerca de Hueycotitla,312,1376,23,"['medium yellow', 'orange-yellow', 'orange']",9.4,16.04,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Maria Jacatepec,La Joya,98,2249,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Maria Jacatepec,La Joya,98,2249,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Santa Maria Jacatepec,La Joya,98,2249,25,['white'],,,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,"['yellow', 'orange-yellow']",8.4,16.8,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,['yellow'],8.4,13,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,['white'],8,16.5,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,['yellow'],9.2,15.6,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,['yellow'],10,15,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,['white'],9.2,15.2,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,"['yellow', 'red-orange']",10.4,15.2,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,El Chote,168,1479,24,"['yellow', 'yellow']",10.8,16.4,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,San Lucas,San Lucas,677,948,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,San Lucas,677,948,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Chiapas,San Lucas,San Lucas,677,948,25,['white'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,643,974,24,['white'],7.95,18.61,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Luz,643,974,24,['white'],9.25,15.215,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,808,927,24,['medium yellow'],10.5263157894737,18.1578947368421,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,808,927,24,"['creamy white', 'light yellow']",10.3157894736842,15.2894736842105,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,Santa Catarina Loxicha,La Nueva Esperanza,808,927,24,['creamy white'],9.85,14.45,low,semi-warm,abundant
maíz raza olotillo,Guerrero,Ometepec,Cerca de la Ladrillera (al ENE de la Localidad),337,1410,26,,,,low,hot,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Cuayahual,93,1542,24,['yellow'],10.4,16.8,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Cuayahual,93,1542,24,"['yellow', 'red-orange', 'orange-yellow', 'yellow', 'red-orange', 'orange-yellow']",9.6,15.4,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Cuayahual,93,1542,24,"['yellow', 'red-orange', 'yellow', 'red-orange']",9.6,16,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Cuayahual,93,1542,24,['yellow'],10.8,16.6,low,semi-warm,very abundant
maíz raza olotillo,San Luis Potosi,Tampacan,Cuayahual,93,1542,24,"['yellow', 'red-orange', 'white', 'yellow', 'red-orange', 'white']",10.4,16.8,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Jaltocan,Matachilillo,156,1479,24,['yellow'],10.4,17,low,semi-warm,very abundant
maíz raza olotillo,Chiapas,Huixtla,Aztlán (en el Ejido Aztlán),6,2766,28,['light yellow'],13,16.57,low,very hot,very abundant
maíz raza olotillo,Hidalgo,Metztitlan,Tlaxco,1703,527,17,['light yellow'],,,medium altitude,cold,low
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,Epazote,950,951,23,,9.7,16.725,low,semi-warm,abundant
maíz raza olotillo,Veracruz de Ignacio de la Llave,Alamo Temapache,Cerca de Xoyotitla,125,1223,24,['creamy white'],10.6,16.52,low,semi-warm,abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,El Rincón,1128,1199,21,"['white', 'light yellow']",9,18.7,low,semi-warm,abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,El Rincón,1128,1199,21,['light yellow'],9,18.9,low,semi-warm,abundant
maíz raza olotillo,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,El Rincón,1128,1199,21,['light yellow'],,,low,semi-warm,abundant
maíz raza olotillo,Oaxaca,San Agustin Loxicha,El Tejocote,1047,900,22,['creamy white'],10.16,15.74,low,semi-warm,abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Yoloxochitl,617,1846,25,['creamy white'],8,16,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,San Luis Acatlan,Yoloxochitl,617,1846,25,['red'],10.8,15.5,low,semi-warm,very abundant
maíz raza olotillo,Guerrero,La Union de Isidoro Montes de Oca,Las Cruces,65,966,27,['creamy white'],10.4,16.3,low,hot,abundant
maíz raza olotillo,Oaxaca,San Baltazar Loxicha,El Ocote,678,985,24,,10.55,18.91,low,semi-warm,abundant
maíz raza olotillo,Michoacan de Ocampo,Tepalcatepec,Iztanzuela,458,734,26,"['white', 'light yellow']",,,low,hot,intermediate
maíz raza olotillo,Quintana Roo,Bacalar,Ejido el Naranjal,36,1264,25,['light yellow'],9,13.6,low,hot,abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Ixtaczoquico,447,1488,23,"['yellow', 'white', 'red-orange', 'yellow', 'white', 'red-orange']",10.8,16.8,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Ixtaczoquico,447,1488,23,"['white', 'white']",10,17,low,semi-warm,very abundant
maíz raza olotillo,Hidalgo,Xochiatipan,Ixtaczoquico,447,1488,23,"['white', 'white']",10,16.6,low,semi-warm,very abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,La Cruz,244,1088,25,"['light yellow', 'blue']",10,17.475,low,hot,abundant
maíz raza olotillo,Oaxaca,Candelaria Loxicha,La Cruz,244,1088,25,"['white', 'dark blue']",11,17.025,low,hot,abundant
